part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
Yes,5,Yes,4,Entrepreneur,93,38,96,36,70,57,48
Yes,20,Yes,10,Doctor,86,54,69,12,21,75,55
Yes,3,No,19,Doctor,19,35,27,0,53,88,99
Yes,14,No,26,Doctor,48,90,29,10,24,5,61
No,12,Yes,8,Engineer,98,80,5,90,91,7,88
No,4,Yes,13,Teacher,8,39,37,45,10,40,52
No,17,No,30,Teacher,86,72,40,21,22,56,21
No,17,Yes,8,Engineer,15,68,48,3,30,100,97
No,5,No,9,Artist,45,2,30,65,81,63,47
No,11,Yes,14,Teacher,38,88,7,60,8,92,45
No,14,Yes,13,Doctor,66,23,91,1,26,66,65
No,14,No,0,Engineer,19,8,29,81,89,9,35
No,25,No,11,Doctor,77,70,54,17,43,13,67
Yes,23,Yes,28,Engineer,14,83,19,34,66,99,73
No,4,No,25,Doctor,22,26,70,74,58,71,52
No,5,No,20,Engineer,81,61,34,26,64,10,75
No,4,Yes,10,Teacher,11,32,96,84,62,4,19
Yes,6,No,28,Doctor,18,4,89,20,32,67,23
No,7,No,3,Entrepreneur,3,14,22,56,63,32,9
No,3,Yes,22,Engineer,86,6,16,88,36,58,52
Yes,29,Yes,7,Artist,83,45,88,78,47,91,83
No,6,No,22,Doctor,100,4,55,28,73,92,69
Yes,13,No,8,Engineer,21,82,0,43,71,83,48
No,16,Yes,26,Artist,29,2,84,8,87,50,53
Yes,1,Yes,27,Entrepreneur,45,81,61,54,33,52,97
Yes,18,Yes,22,Engineer,84,0,59,95,99,34,11
No,9,No,16,Engineer,58,11,94,91,90,66,88
No,22,Yes,1,Engineer,73,71,15,22,82,11,3
No,14,Yes,21,Doctor,31,15,48,13,56,0,51
Yes,12,Yes,17,Teacher,10,77,36,76,49,24,96
Yes,13,Yes,14,Teacher,14,39,39,94,58,53,5
No,10,No,5,Artist,29,71,59,99,88,91,41
Yes,26,Yes,25,Teacher,79,13,99,2,17,27,52
Yes,28,Yes,30,Doctor,49,20,68,15,97,47,55
No,12,No,14,Entrepreneur,35,64,53,91,67,85,4
No,5,No,28,Artist,8,51,97,6,42,9,78
No,15,No,0,Entrepreneur,85,47,38,74,5,19,64
No,8,Yes,24,Teacher,1,38,27,62,68,84,77
No,16,No,3,Teacher,3,85,26,36,11,94,91
Yes,25,No,5,Engineer,60,37,62,59,55,63,5
No,12,Yes,19,Doctor,17,56,87,44,23,64,46
Yes,2,Yes,21,Entrepreneur,6,9,40,90,10,68,38
No,20,No,22,Doctor,73,93,12,12,72,45,72
Yes,14,No,13,Doctor,72,2,97,8,17,62,89
No,28,No,10,Artist,10,1,83,47,0,29,20
No,30,Yes,2,Entrepreneur,45,76,86,40,21,32,45
No,2,No,26,Engineer,13,33,85,16,40,49,30
Yes,19,No,23,Teacher,24,72,32,6,30,70,64
No,21,Yes,28,Doctor,17,49,61,3,12,91,19
No,4,Yes,20,Doctor,80,10,42,92,92,71,34
No,30,Yes,27,Doctor,82,6,52,38,89,5,53
No,3,No,27,Teacher,49,85,52,72,28,55,78
No,7,Yes,15,Doctor,87,85,24,42,42,38,28
No,25,No,23,Entrepreneur,11,62,54,72,66,39,6
No,6,Yes,0,Doctor,53,76,71,55,71,30,0
Yes,6,Yes,30,Teacher,23,2,32,40,89,72,10
No,14,Yes,3,Artist,38,9,39,58,14,20,39
Yes,4,No,21,Doctor,67,1,58,12,65,25,6
Yes,4,Yes,0,Artist,25,36,9,79,100,26,67
Yes,29,No,19,Engineer,89,30,40,96,91,37,26
No,24,No,28,Doctor,66,76,50,77,98,25,8
No,16,No,0,Teacher,65,67,95,17,29,98,50
Yes,8,Yes,14,Teacher,95,10,37,74,22,63,21
Yes,1,No,27,Engineer,69,12,37,58,37,42,29
Yes,25,Yes,10,Doctor,74,96,73,89,71,42,65
Yes,4,Yes,22,Artist,5,55,50,98,82,89,28
No,17,No,20,Engineer,98,93,66,4,79,56,45
Yes,23,No,18,Engineer,42,53,17,31,33,37,43
No,7,Yes,19,Artist,81,20,41,44,20,20,69
No,21,Yes,6,Artist,41,73,79,32,34,27,32
Yes,20,No,8,Doctor,33,73,23,73,7,50,53
No,9,No,14,Doctor,40,59,86,63,11,28,20
No,2,Yes,26,Teacher,5,20,14,53,56,32,74
No,18,No,30,Engineer,92,73,13,74,38,4,56
Yes,28,Yes,26,Teacher,82,60,65,77,10,19,59
No,23,No,1,Artist,96,40,34,4,68,58,81
Yes,18,No,26,Entrepreneur,62,9,87,23,40,70,60
Yes,8,Yes,12,Doctor,19,32,39,63,20,66,51
No,1,No,30,Artist,73,45,54,80,68,98,93
Yes,29,Yes,21,Engineer,53,77,87,57,81,41,88
Yes,22,Yes,24,Entrepreneur,42,38,49,10,3,91,75
No,25,Yes,20,Entrepreneur,38,18,63,59,52,77,78
No,21,No,20,Entrepreneur,82,83,27,20,17,17,98
Yes,28,No,23,Teacher,58,41,88,42,88,66,21
Yes,15,No,17,Entrepreneur,73,76,36,62,82,22,59
No,10,Yes,21,Doctor,37,42,96,5,82,24,2
Yes,13,Yes,20,Teacher,76,24,20,53,87,56,45
Yes,6,No,13,Artist,36,93,46,12,55,36,83
No,9,Yes,14,Doctor,59,98,10,41,14,94,76
No,29,Yes,18,Entrepreneur,96,94,16,73,68,33,6
No,12,No,10,Engineer,73,87,22,36,60,58,41
No,21,Yes,30,Entrepreneur,20,24,78,89,0,23,30
No,9,Yes,22,Teacher,53,58,44,94,22,48,3
No,26,Yes,28,Teacher,91,75,84,68,31,78,6
Yes,27,No,2,Teacher,84,1,24,76,62,61,75
Yes,17,Yes,15,Artist,38,63,30,7,64,44,25
Yes,8,No,2,Artist,41,65,35,68,14,98,76
No,3,No,19,Entrepreneur,5,78,4,2,93,2,67
No,30,No,30,Teacher,45,27,80,59,3,43,82
Yes,3,Yes,17,Doctor,59,15,92,81,15,79,63
No,25,Yes,17,Artist,63,77,94,88,9,49,88
No,9,No,29,Teacher,50,76,78,45,23,55,22
No,19,Yes,1,Artist,64,44,33,34,46,80,56
Yes,10,Yes,17,Engineer,100,12,55,76,45,35,80
No,22,No,12,Engineer,91,74,31,22,62,61,40
Yes,7,Yes,30,Doctor,74,73,90,56,42,60,32
Yes,9,Yes,9,Teacher,11,12,97,3,26,97,60
Yes,19,No,21,Teacher,95,25,28,41,30,58,97
Yes,4,No,18,Artist,69,17,46,73,49,94,49
No,14,No,8,Teacher,82,48,4,60,16,1,56
Yes,24,Yes,16,Doctor,64,93,84,54,89,37,36
Yes,29,No,27,Engineer,97,77,63,54,25,4,59
Yes,21,No,18,Doctor,45,33,77,86,76,87,73
Yes,16,No,13,Engineer,48,55,74,55,79,21,100
No,10,No,29,Entrepreneur,16,88,30,4,59,88,43
Yes,22,No,14,Artist,56,51,55,76,85,13,54
No,2,Yes,10,Engineer,51,79,44,51,3,44,31
No,4,Yes,26,Engineer,10,23,35,9,72,7,7
Yes,13,Yes,8,Entrepreneur,52,51,3,32,9,34,64
Yes,18,Yes,12,Entrepreneur,6,75,52,26,43,40,46
No,25,No,12,Entrepreneur,27,86,79,66,16,55,30
No,17,No,12,Entrepreneur,46,12,23,13,38,4,1
Yes,26,Yes,23,Artist,13,32,8,85,27,82,86
Yes,23,No,8,Teacher,74,31,24,42,66,83,57
No,5,Yes,10,Doctor,15,85,30,40,64,44,47
No,12,Yes,4,Artist,80,5,27,23,66,73,65
Yes,9,No,6,Teacher,64,28,9,5,2,79,34
No,22,Yes,14,Teacher,63,69,78,4,1,86,56
No,7,Yes,27,Teacher,38,6,90,2,78,59,66
No,8,No,5,Doctor,40,46,2,16,56,29,85
Yes,16,No,22,Engineer,1,43,79,91,100,29,64
Yes,17,No,9,Engineer,63,59,93,31,71,95,20
No,7,Yes,15,Entrepreneur,67,23,84,66,75,89,80
Yes,27,Yes,26,Teacher,46,79,47,60,99,3,92
No,0,No,23,Teacher,60,96,43,72,41,73,53
Yes,11,Yes,11,Teacher,42,54,16,44,3,98,9
Yes,10,Yes,0,Teacher,14,32,56,86,34,63,34
No,26,No,17,Entrepreneur,71,83,75,76,48,50,12
No,2,Yes,10,Artist,68,53,45,43,39,32,7
Yes,20,No,28,Teacher,63,48,62,6,27,6,91
Yes,19,Yes,6,Entrepreneur,43,7,42,84,7,50,22
No,17,Yes,19,Entrepreneur,52,34,18,36,69,60,68
No,29,Yes,23,Engineer,31,97,33,16,36,81,49
No,21,Yes,4,Artist,34,83,48,55,44,92,39
No,2,No,17,Artist,98,2,27,40,72,54,87
Yes,9,No,27,Artist,73,89,28,65,90,32,90
Yes,10,No,8,Entrepreneur,13,15,38,68,93,28,78
No,19,No,7,Engineer,30,59,37,42,93,37,100
No,1,Yes,10,Teacher,0,17,9,78,98,60,100
Yes,28,Yes,22,Teacher,68,52,24,67,9,71,25
No,9,Yes,28,Doctor,3,38,66,64,72,3,48
Yes,29,No,6,Teacher,99,73,81,54,62,24,1
Yes,3,No,27,Doctor,80,98,88,40,70,66,98
Yes,29,No,23,Entrepreneur,27,95,14,73,49,99,38
No,27,Yes,28,Teacher,25,28,58,11,75,27,11
No,26,Yes,4,Artist,83,15,11,25,87,89,100
Yes,19,No,25,Entrepreneur,38,48,0,62,68,63,40
Yes,28,No,30,Engineer,68,46,81,72,61,63,79
No,16,No,21,Entrepreneur,59,43,72,71,28,27,7
Yes,0,Yes,8,Artist,37,64,38,33,71,72,61
No,6,Yes,27,Doctor,47,82,49,6,18,75,79
No,15,No,4,Teacher,51,98,64,34,39,73,31
Yes,24,Yes,23,Engineer,55,22,91,5,86,82,46
Yes,8,No,19,Teacher,72,24,14,76,94,1,62
Yes,14,Yes,21,Engineer,18,39,30,18,0,99,40
No,14,Yes,29,Engineer,73,7,67,83,75,91,46
Yes,10,Yes,15,Artist,29,66,92,49,42,95,53
No,15,Yes,24,Doctor,98,89,62,10,99,16,19
Yes,27,Yes,20,Engineer,16,78,52,42,47,46,19
No,20,No,20,Engineer,38,31,71,39,100,17,70
Yes,30,No,10,Engineer,51,99,78,88,55,90,59
No,3,Yes,15,Entrepreneur,75,94,94,98,0,68,9
No,24,No,8,Entrepreneur,62,71,98,58,61,29,94
Yes,28,Yes,0,Artist,26,4,15,48,49,71,97
Yes,10,No,9,Doctor,86,26,53,45,64,63,12
Yes,7,Yes,15,Entrepreneur,92,2,83,53,74,36,87
No,7,No,6,Engineer,90,85,60,1,14,28,4
Yes,8,No,12,Teacher,47,39,94,88,10,27,60
No,28,Yes,21,Teacher,6,70,61,10,68,72,65
No,23,Yes,7,Entrepreneur,5,91,9,0,1,22,29
No,22,Yes,30,Entrepreneur,89,20,57,37,57,34,56
No,17,No,10,Doctor,89,37,63,17,84,93,23
Yes,1,No,20,Teacher,3,75,3,7,62,71,7
No,12,No,25,Entrepreneur,93,40,56,24,52,42,77
Yes,21,Yes,1,Artist,8,51,28,37,51,2,29
No,27,Yes,19,Engineer,22,49,59,3,32,77,36
No,26,Yes,2,Artist,15,96,25,30,44,65,61
No,3,No,14,Artist,16,88,3,16,10,72,10
Yes,23,Yes,8,Teacher,59,48,3,15,68,24,84
No,18,No,9,Doctor,78,32,81,20,56,90,11
No,30,Yes,15,Artist,9,9,34,43,47,14,85
Yes,11,Yes,15,Entrepreneur,57,98,51,16,65,65,86
No,7,No,13,Entrepreneur,5,94,7,96,91,71,54
Yes,28,Yes,23,Engineer,20,78,69,21,0,54,24
Yes,12,No,3,Engineer,46,86,44,47,30,46,53
No,4,Yes,18,Doctor,17,22,60,36,75,94,51
No,9,No,6,Artist,60,76,78,68,28,34,69
No,5,Yes,17,Artist,31,49,79,9,59,77,71
Yes,24,Yes,10,Entrepreneur,56,78,36,49,32,45,84
Yes,9,Yes,12,Teacher,22,56,47,32,70,81,30
Yes,19,No,9,Engineer,4,46,7,62,29,10,71
No,16,Yes,29,Entrepreneur,85,69,30,83,20,83,72
No,8,No,23,Entrepreneur,29,73,37,45,32,98,32
No,20,No,11,Artist,38,79,89,70,3,63,87
No,5,Yes,16,Teacher,91,38,3,45,98,48,55
No,7,No,7,Artist,64,36,39,35,96,32,44
No,19,No,4,Doctor,0,56,62,100,4,92,52
No,16,No,23,Entrepreneur,58,52,69,16,43,3,0
Yes,20,No,6,Doctor,96,42,49,34,60,76,51
Yes,23,Yes,8,Engineer,56,62,95,74,46,32,67
No,24,Yes,24,Artist,60,82,95,33,12,11,81
Yes,8,No,10,Artist,28,31,23,19,45,79,32
Yes,20,No,30,Engineer,59,29,30,20,44,16,96
Yes,4,No,27,Teacher,51,46,44,36,33,19,96
No,22,Yes,21,Entrepreneur,56,12,67,60,49,38,8
Yes,25,Yes,9,Doctor,20,13,23,41,29,75,43
Yes,21,Yes,13,Doctor,26,84,45,85,6,89,22
No,6,No,22,Engineer,100,35,64,19,73,10,89
Yes,5,No,3,Entrepreneur,87,44,1,42,81,60,42
Yes,17,No,29,Teacher,99,25,16,10,27,77,1
Yes,28,Yes,0,Artist,48,3,49,14,21,99,57
No,6,No,13,Doctor,23,38,48,66,69,42,3
No,5,Yes,11,Artist,81,48,75,14,69,59,34
No,29,Yes,14,Teacher,51,10,20,25,24,21,47
Yes,15,No,30,Artist,71,72,14,17,66,94,46
No,6,Yes,10,Artist,72,27,10,3,29,22,39
Yes,19,Yes,8,Doctor,100,43,17,82,85,54,13
No,2,No,8,Entrepreneur,20,21,83,79,50,62,45
Yes,8,No,0,Artist,14,65,66,42,73,2,5
Yes,0,Yes,22,Doctor,74,22,63,56,83,76,15
Yes,26,Yes,13,Engineer,37,64,19,23,31,15,80
No,15,Yes,4,Artist,99,76,32,66,28,46,5
No,17,No,23,Doctor,66,45,45,11,88,78,14
Yes,28,Yes,30,Engineer,74,91,82,68,11,22,28
Yes,4,No,4,Teacher,65,39,5,12,8,22,81
No,27,No,15,Teacher,60,39,38,20,87,10,86
No,7,Yes,20,Artist,71,71,10,41,88,55,28
No,3,Yes,6,Teacher,6,74,49,81,13,67,31
Yes,26,No,13,Engineer,2,44,84,32,54,7,81
Yes,5,No,1,Doctor,100,85,3,65,54,66,90
No,3,No,15,Artist,3,48,55,10,30,22,20
No,0,No,24,Teacher,42,9,78,9,72,78,76
Yes,2,No,12,Engineer,37,98,23,75,29,19,84
No,9,Yes,27,Entrepreneur,9,83,48,13,77,1,9
No,19,No,16,Doctor,29,27,70,98,35,94,11
No,4,Yes,14,Engineer,22,38,6,43,20,5,17
Yes,24,No,5,Artist,28,67,69,9,19,31,83
Yes,0,Yes,2,Doctor,11,82,5,22,85,33,52
No,27,No,20,Entrepreneur,4,96,47,61,19,90,23
Yes,22,No,24,Teacher,16,9,64,57,87,92,82
No,12,Yes,29,Engineer,30,37,9,37,88,55,92
No,13,No,26,Engineer,11,40,61,24,85,97,15
No,19,No,7,Artist,75,41,77,70,11,4,85
No,25,Yes,4,Artist,1,4,64,38,83,81,42
Yes,11,Yes,25,Doctor,54,48,25,6,69,88,86
Yes,5,Yes,16,Entrepreneur,99,29,35,37,76,4,100
Yes,23,No,29,Doctor,96,29,24,23,75,90,85
Yes,12,Yes,3,Doctor,53,61,74,95,17,43,47
Yes,11,No,20,Doctor,94,1,73,23,96,70,65
No,25,Yes,13,Doctor,44,85,91,100,2,80,91
Yes,8,Yes,5,Entrepreneur,35,11,36,64,24,99,72
Yes,25,No,0,Artist,76,98,59,49,52,34,78
No,28,Yes,3,Entrepreneur,19,75,3,57,24,58,42
Yes,30,No,29,Teacher,73,46,47,61,55,70,42
No,28,Yes,18,Doctor,4,98,75,65,35,64,61
Yes,11,Yes,4,Entrepreneur,47,68,99,23,25,38,96
No,15,No,5,Entrepreneur,91,100,25,96,65,100,17
Yes,30,Yes,9,Artist,19,98,80,76,56,9,27
Yes,2,Yes,21,Doctor,1,52,29,81,13,34,71
Yes,21,Yes,12,Engineer,20,15,82,25,0,11,31
Yes,15,Yes,29,Entrepreneur,6,13,74,72,89,5,75
No,3,Yes,12,Teacher,21,85,20,98,5,100,20
Yes,15,Yes,7,Doctor,77,60,22,36,43,67,44
No,3,Yes,4,Engineer,97,62,7,0,34,78,16
Yes,21,Yes,28,Artist,38,54,77,34,1,88,73
No,6,Yes,23,Entrepreneur,3,20,6,15,73,59,34
Yes,20,No,4,Artist,17,36,1,46,71,24,11
Yes,2,No,15,Engineer,99,35,60,23,80,45,87
Yes,15,No,18,Teacher,81,5,42,56,62,24,95
No,7,Yes,22,Entrepreneur,25,22,19,40,52,68,98
No,12,No,24,Teacher,46,85,25,52,66,98,88
No,30,No,11,Engineer,11,43,46,5,89,13,60
Yes,19,Yes,5,Doctor,85,65,32,24,44,44,57
Yes,18,No,22,Teacher,35,8,78,91,29,76,34
No,11,No,15,Teacher,83,18,5,53,35,67,44
No,18,Yes,10,Entrepreneur,51,90,7,1,33,53,55
No,23,No,4,Artist,37,51,57,70,31,49,90
No,24,No,9,Entrepreneur,53,17,25,25,6,97,73
Yes,26,Yes,21,Artist,17,72,57,27,77,34,66
Yes,2,No,6,Entrepreneur,34,21,26,32,84,98,62
Yes,18,Yes,29,Entrepreneur,21,97,66,52,21,32,47
Yes,12,Yes,25,Teacher,91,5,42,37,99,53,8
No,29,No,24,Entrepreneur,27,80,21,7,16,80,29
Yes,16,No,10,Entrepreneur,55,16,0,56,61,81,9
No,3,Yes,18,Teacher,33,7,5,63,86,76,85
Yes,17,Yes,28,Doctor,6,99,16,41,59,5,54
No,10,Yes,19,Artist,0,40,94,22,4,51,18
Yes,12,No,6,Entrepreneur,28,28,19,69,63,76,8
Yes,22,No,18,Doctor,60,72,89,25,56,11,48
No,26,Yes,4,Teacher,88,12,62,19,77,55,32
Yes,15,No,21,Teacher,39,28,81,21,84,10,51
Yes,11,Yes,20,Doctor,63,37,70,32,48,2,43
No,16,No,21,Teacher,20,26,69,32,2,37,85
No,6,Yes,16,Artist,9,92,16,17,98,89,66
Yes,2,No,19,Teacher,6,46,71,52,54,18,56
Yes,20,Yes,19,Entrepreneur,77,28,55,7,64,44,5
No,9,Yes,10,Entrepreneur,59,18,58,78,11,54,98
No,30,Yes,18,Teacher,6,94,72,26,11,69,34
Yes,13,No,4,Teacher,66,96,1,2,70,28,55
No,4,No,22,Entrepreneur,9,93,62,32,3,6,64
Yes,28,No,14,Doctor,50,40,19,67,32,30,87
Yes,23,No,0,Engineer,81,7,61,63,52,21,73
Yes,9,No,6,Entrepreneur,35,46,9,96,65,92,72
No,27,No,15,Engineer,95,32,66,69,59,86,68
Yes,8,Yes,19,Teacher,100,8,83,8,67,15,84
No,9,Yes,24,Artist,16,43,75,35,82,24,30
Yes,2,No,12,Teacher,21,100,11,2,53,37,53
Yes,15,No,24,Artist,16,73,45,96,42,70,100
No,25,No,14,Doctor,41,36,52,17,80,81,45
No,0,No,16,Engineer,83,80,95,50,66,2,84
No,9,Yes,24,Engineer,44,53,52,88,79,94,21
No,28,Yes,16,Doctor,85,32,82,44,43,87,58
No,26,No,0,Entrepreneur,56,25,56,100,34,2,18
Yes,12,Yes,12,Entrepreneur,66,16,59,3,94,52,75
Yes,13,Yes,7,Entrepreneur,49,13,42,90,81,15,36
No,12,Yes,7,Doctor,7,19,26,63,12,40,80
No,25,No,10,Doctor,58,51,53,96,28,37,6
No,3,Yes,12,Entrepreneur,91,24,32,91,45,74,93
No,13,Yes,29,Engineer,64,97,12,50,92,59,0
No,0,No,23,Artist,6,90,65,100,63,66,17
No,14,Yes,5,Engineer,26,55,63,76,10,2,12
No,7,Yes,25,Engineer,38,15,3,58,70,17,97
No,21,Yes,4,Entrepreneur,34,45,19,22,65,46,50
No,29,Yes,11,Artist,15,57,3,44,50,43,96
Yes,8,No,29,Doctor,74,90,98,82,95,2,45
No,28,Yes,16,Entrepreneur,32,68,93,57,90,36,71
Yes,4,Yes,24,Engineer,100,10,75,78,34,70,0
Yes,26,Yes,29,Teacher,51,38,4,87,87,70,64
Yes,14,No,4,Engineer,63,51,78,42,63,61,44
Yes,25,No,14,Engineer,2,71,60,44,64,11,32
No,8,No,28,Doctor,30,35,71,10,44,0,52
No,7,Yes,23,Teacher,36,79,25,56,43,29,11
Yes,20,Yes,19,Entrepreneur,79,51,36,23,28,83,40
No,2,Yes,24,Engineer,90,0,13,5,18,12,38
Yes,23,Yes,12,Artist,8,93,19,97,10,5,98
No,23,Yes,18,Teacher,18,15,95,24,78,94,83
Yes,2,No,7,Entrepreneur,48,42,13,28,34,97,25
No,12,No,15,Doctor,59,10,98,77,90,81,97
Yes,13,No,2,Entrepreneur,8,5,88,65,9,90,93
No,19,Yes,7,Artist,63,62,7,59,67,77,10
Yes,26,No,23,Entrepreneur,68,52,56,49,44,51,90
No,5,No,0,Teacher,8,34,97,72,94,26,100
No,24,No,19,Entrepreneur,67,59,48,50,31,71,10
Yes,7,Yes,15,Entrepreneur,91,78,45,95,84,53,53
No,28,Yes,14,Doctor,33,82,70,65,46,92,30
No,11,Yes,22,Teacher,26,60,84,91,67,18,36
No,30,Yes,10,Artist,81,79,69,67,56,49,82
Yes,10,Yes,11,Entrepreneur,15,4,33,18,29,84,63
Yes,23,Yes,30,Teacher,78,99,50,45,93,89,3
No,8,Yes,2,Entrepreneur,30,80,15,9,99,51,24
No,28,Yes,4,Doctor,82,30,59,40,6,12,31
No,2,Yes,8,Engineer,87,89,67,28,58,10,75
No,14,No,24,Teacher,34,38,56,78,95,9,81
Yes,15,Yes,11,Engineer,59,80,92,9,37,18,85
Yes,11,Yes,26,Engineer,38,74,31,46,81,88,58
No,4,No,8,Doctor,77,18,8,47,77,70,53
No,18,No,4,Entrepreneur,31,25,71,100,24,0,100
Yes,22,Yes,14,Entrepreneur,8,26,71,46,99,22,63
Yes,4,No,0,Engineer,69,48,99,9,93,53,94
No,20,Yes,21,Entrepreneur,59,23,16,2,35,98,57
No,15,No,1,Engineer,53,20,22,90,99,44,45
No,23,No,18,Artist,97,73,2,48,34,33,42
No,9,No,24,Entrepreneur,55,25,8,36,72,17,14
Yes,6,No,13,Artist,47,49,89,94,9,38,50
No,24,No,3,Teacher,58,97,66,19,56,83,33
Yes,6,Yes,1,Entrepreneur,65,38,76,61,21,26,82
Yes,2,Yes,8,Artist,48,10,97,99,21,58,5
Yes,23,Yes,10,Engineer,43,21,94,11,62,3,53
No,26,Yes,12,Entrepreneur,48,95,61,49,8,72,17
Yes,25,No,27,Doctor,12,3,19,29,88,95,98
No,12,Yes,11,Teacher,71,2,43,16,54,30,68
No,0,No,25,Teacher,89,6,78,31,10,93,9
Yes,2,Yes,11,Artist,76,53,42,85,31,34,1
Yes,26,Yes,6,Doctor,5,63,21,55,31,68,100
No,4,No,23,Doctor,46,89,65,17,12,74,59
Yes,17,Yes,10,Doctor,35,87,5,31,93,26,100
Yes,17,Yes,26,Entrepreneur,5,63,49,9,89,2,75
Yes,4,Yes,26,Doctor,45,26,10,20,50,8,57
Yes,1,Yes,15,Artist,63,16,17,20,20,39,64
No,1,No,2,Engineer,90,53,64,31,35,88,12
No,19,No,27,Teacher,24,78,74,21,35,9,24
No,30,Yes,15,Doctor,76,49,76,62,49,45,99
Yes,16,No,28,Entrepreneur,10,0,79,57,69,35,40
No,0,Yes,5,Engineer,43,27,80,48,82,24,64
Yes,6,Yes,12,Engineer,27,78,51,79,88,15,100
Yes,19,Yes,14,Artist,29,27,69,21,57,29,52
Yes,19,No,22,Artist,72,68,54,27,67,0,94
Yes,24,No,11,Teacher,19,54,22,34,43,52,33
Yes,12,No,14,Engineer,35,8,25,80,65,71,3
No,22,Yes,9,Engineer,4,85,78,88,42,98,45
No,26,Yes,25,Artist,76,0,52,89,59,51,4
No,20,No,16,Doctor,78,25,81,14,19,78,46
Yes,30,No,26,Engineer,70,64,57,71,36,77,20
No,26,Yes,7,Artist,2,95,63,46,30,21,54
No,29,Yes,12,Artist,0,18,92,65,7,56,38
No,25,Yes,8,Doctor,55,6,88,24,8,63,59
No,3,Yes,5,Engineer,51,76,60,17,94,6,85
Yes,1,Yes,4,Teacher,63,24,76,95,89,35,10
No,29,Yes,29,Doctor,21,8,13,5,42,48,43
Yes,7,Yes,8,Entrepreneur,96,34,6,16,6,82,0
No,22,No,21,Entrepreneur,35,37,11,42,79,61,60
No,28,No,27,Entrepreneur,77,47,65,33,98,36,67
Yes,20,Yes,19,Doctor,88,14,40,25,96,13,71
No,4,No,16,Artist,92,72,58,100,1,22,55
Yes,28,Yes,11,Artist,14,99,49,18,29,51,82
Yes,26,Yes,17,Entrepreneur,30,30,57,5,93,7,41
No,14,No,19,Entrepreneur,100,13,40,2,67,77,67
Yes,28,No,21,Teacher,88,3,58,54,32,61,69
Yes,26,No,5,Engineer,93,44,48,80,54,42,32
Yes,19,No,4,Teacher,85,80,62,48,15,74,29
Yes,17,No,6,Engineer,39,18,65,93,83,8,79
Yes,20,Yes,7,Artist,42,48,23,32,76,46,80
Yes,19,No,4,Artist,1,48,82,90,58,53,4
No,6,Yes,19,Engineer,75,74,10,80,57,32,91
No,11,Yes,21,Entrepreneur,88,47,64,25,66,54,5
Yes,18,No,7,Entrepreneur,86,0,1,71,44,22,48
Yes,20,Yes,23,Entrepreneur,53,11,7,1,42,38,62
Yes,14,No,6,Entrepreneur,66,59,13,58,82,31,60
Yes,0,Yes,10,Engineer,80,89,53,18,13,85,13
No,27,No,15,Teacher,24,27,31,16,100,39,25
No,30,Yes,30,Teacher,79,90,18,44,80,24,57
No,30,Yes,29,Doctor,70,92,53,79,16,76,54
Yes,0,Yes,11,Teacher,34,97,87,100,28,33,51
No,8,No,2,Artist,100,64,92,20,27,24,79
Yes,24,Yes,1,Engineer,69,89,27,12,97,41,55
No,3,Yes,15,Teacher,64,78,41,11,9,43,11
Yes,9,No,0,Artist,13,94,43,83,2,24,69
Yes,4,Yes,18,Entrepreneur,34,61,72,97,48,1,67
No,9,Yes,14,Artist,93,20,82,62,57,90,45
Yes,9,No,20,Teacher,25,85,41,90,0,56,45
No,22,No,22,Artist,70,56,24,22,89,10,62
Yes,14,Yes,18,Artist,26,82,20,49,7,27,87
No,8,Yes,16,Doctor,63,61,72,98,12,93,1
No,24,No,9,Entrepreneur,93,53,98,77,86,68,57
Yes,17,No,28,Artist,33,22,74,58,11,91,5
Yes,14,No,21,Entrepreneur,25,58,8,76,15,57,53
Yes,6,No,10,Teacher,87,19,44,72,29,34,90
No,2,Yes,3,Doctor,41,43,20,19,15,21,56
Yes,17,Yes,29,Teacher,33,18,57,60,55,59,99
No,4,Yes,24,Teacher,58,25,20,21,68,43,53
Yes,19,Yes,0,Doctor,85,92,16,96,75,48,78
Yes,2,No,12,Artist,75,56,84,28,37,42,50
No,2,Yes,0,Artist,96,10,29,9,45,12,42
Yes,27,Yes,20,Doctor,55,44,53,37,97,34,38
No,27,No,1,Doctor,13,18,56,16,78,74,98
Yes,10,No,13,Artist,36,80,0,91,23,40,25
No,22,Yes,1,Teacher,87,12,24,11,31,50,23
Yes,8,Yes,0,Artist,73,69,76,88,1,21,54
No,1,Yes,5,Artist,80,22,28,81,93,72,56
No,5,Yes,26,Engineer,34,77,47,94,65,26,29
No,2,No,19,Engineer,42,80,10,45,15,57,31
Yes,16,No,21,Engineer,73,38,54,83,72,95,30
Yes,15,Yes,24,Teacher,71,4,70,42,94,8,64
Yes,9,Yes,11,Entrepreneur,25,0,59,17,61,60,84
Yes,21,Yes,18,Doctor,22,98,26,68,38,95,39
Yes,21,Yes,15,Doctor,55,88,62,7,94,74,54
No,22,Yes,10,Teacher,43,41,0,62,28,100,33
No,27,No,7,Artist,78,39,30,70,20,20,77
No,28,No,7,Engineer,70,14,20,72,8,22,28
No,28,Yes,18,Artist,36,50,58,24,31,9,1
Yes,0,No,3,Engineer,24,83,15,58,97,44,2
Yes,8,No,18,Teacher,27,17,25,46,91,35,48
